"entity_id","status","store_id","store_name","customer_id","base_grand_total","base_total_paid","grand_total","total_paid","increment_id","base_currency_code","order_currency_code","shipping_name","billing_name","created_at","updated_at","billing_address","shipping_address","shipping_information","customer_email","customer_group","subtotal","shipping_and_handling","customer_name","payment_method"
1010,"complete",1,"Main Website
Main Website Store
",324,514.00,514.00,514.00,514.00,"000001010","USD","USD","Abbie Hart","Abbie Hart","2014-01-17 14:04:39","2014-01-17 14:04:39","1777 Mifle Circle Keukinow, RI 22512","1777 Mifle Circle Keukinow, RI 22512","Flat Rate - Fixed","Abbie.Hart@thelumastory.com",1,514.00,1.99,"Abbie Hart","checkmo"
1011,"complete",1,"Main Website
Main Website Store
",384,356.00,356.00,356.00,356.00,"000001011","USD","USD","Hunter Adams","Hunter Adams","2014-01-20 14:04:39","2014-01-20 14:04:39","1378 Modus Street Rawgifi, NC 14560","1378 Modus Street Rawgifi, NC 14560","Flat Rate - Fixed","Hunter.Adams@thelumastory.com",4,356.00,3.99,"Hunter Adams","checkmo"
1012,"complete",1,"Main Website
Main Website Store
",148,491.00,491.00,491.00,491.00,"000001012","USD","USD","Victoria Walters","Victoria Walters","2014-01-26 14:04:39","2014-01-26 14:04:39","1763 Wodini Turnpike Mimzajo, NV 11671","1763 Wodini Turnpike Mimzajo, NV 11671","Flat Rate - Fixed","Victoria.Walters@thelumastory.com",4,491.00,3.99,"Victoria Walters","checkmo"
1013,"complete",1,"Main Website
Main Website Store
",197,1054.00,1054.00,1054.00,1054.00,"000001013","USD","USD","Carrie Roberts","Carrie Roberts","2014-01-26 14:04:39","2014-01-26 14:04:39","673 Wiroz Manor Dinhevo, WA 52677","673 Wiroz Manor Dinhevo, WA 52677","Flat Rate - Fixed","Carrie.Roberts@thelumastory.com",4,1054.00,1.99,"Carrie Roberts","checkmo"
1014,"complete",1,"Main Website
Main Website Store
",333,547.00,547.00,547.00,547.00,"000001014","USD","USD","Philip Santiago","Philip Santiago","2014-02-01 14:04:39","2014-02-01 14:04:39","1134 Wodet Avenue Pammucnu, TX 97091","1134 Wodet Avenue Pammucnu, TX 97091","Flat Rate - Fixed","Philip.Santiago@thelumastory.com",4,547.00,3.99,"Philip Santiago","checkmo"
1015,"complete",1,"Main Website
Main Website Store
",346,670.00,670.00,670.00,670.00,"000001015","USD","USD","Georgie Bowers","Georgie Bowers","2014-02-04 14:04:39","2014-02-04 14:04:39","562 Befem Pass Fiwufuk, AR 98277","562 Befem Pass Fiwufuk, AR 98277","Flat Rate - Fixed","Georgie.Bowers@thelumastory.com",4,670.00,3.99,"Georgie Bowers","checkmo"
1016,"complete",1,"Main Website
Main Website Store
",270,516.00,516.00,516.00,516.00,"000001016","USD","USD","Bettie Schneider","Bettie Schneider","2014-02-08 14:04:39","2014-02-08 14:04:39","1304 Racrog River Osjipes, OH 22489","1304 Racrog River Osjipes, OH 22489","Flat Rate - Fixed","Bettie.Schneider@thelumastory.com",1,516.00,3.99,"Bettie Schneider","checkmo"
1017,"complete",1,"Main Website
Main Website Store
",110,242.00,242.00,242.00,242.00,"000001017","USD","USD","Patrick Mack","Patrick Mack","2014-02-09 14:04:39","2014-02-09 14:04:39","1261 Fabgez Road Nafupi, IL 82797","1261 Fabgez Road Nafupi, IL 82797","Flat Rate - Fixed","Patrick.Mack@thelumastory.com",4,242.00,1.99,"Patrick Mack","checkmo"
1018,"complete",1,"Main Website
Main Website Store
",380,540.00,540.00,540.00,540.00,"000001018","USD","USD","Estella Lawrence","Estella Lawrence","2014-02-11 14:04:39","2014-02-11 14:04:39","1215 Jabus Way Fumuaz, IL 96990","1215 Jabus Way Fumuaz, IL 96990","Flat Rate - Fixed","Estella.Lawrence@thelumastory.com",3,540.00,6.99,"Estella Lawrence","checkmo"
1019,"complete",1,"Main Website
Main Website Store
",394,496.00,496.00,496.00,496.00,"000001019","USD","USD","Bernice Ellis","Bernice Ellis","2014-02-13 14:04:39","2014-02-13 14:04:39","1584 Rama Circle Hoscece, RI 07536","1584 Rama Circle Hoscece, RI 07536","Flat Rate - Fixed","Bernice.Ellis@thelumastory.com",2,496.00,3.99,"Bernice Ellis","checkmo"
1020,"complete",1,"Main Website
Main Website Store
",103,254.00,254.00,254.00,254.00,"000001020","USD","USD","Dean Gonzalez","Dean Gonzalez","2014-02-13 14:04:39","2014-02-13 14:04:39","269 Gerogo Loop Lopeplal, MS 22095","269 Gerogo Loop Lopeplal, MS 22095","Flat Rate - Fixed","Dean.Gonzalez@thelumastory.com",2,254.00,6.99,"Dean Gonzalez","checkmo"
1021,"complete",1,"Main Website
Main Website Store
",368,392.00,392.00,392.00,392.00,"000001021","USD","USD","Bessie Anderson","Bessie Anderson","2014-02-21 14:04:39","2014-02-21 14:04:39","900 Rebah Highway Denije, ME 09165","900 Rebah Highway Denije, ME 09165","Flat Rate - Fixed","Bessie.Anderson@thelumastory.com",2,392.00,6.99,"Bessie Anderson","checkmo"
1022,"complete",1,"Main Website
Main Website Store
",195,669.00,669.00,669.00,669.00,"000001022","USD","USD","Julian Spencer","Julian Spencer","2014-02-24 14:04:39","2014-02-24 14:04:39","764 Sajuz Circle Ronsione, NC 29647","764 Sajuz Circle Ronsione, NC 29647","Flat Rate - Fixed","Julian.Spencer@thelumastory.com",4,669.00,1.99,"Julian Spencer","checkmo"
1023,"complete",1,"Main Website
Main Website Store
",168,288.00,288.00,288.00,288.00,"000001023","USD","USD","Philip Rios","Philip Rios","2014-02-27 14:04:39","2014-02-27 14:04:39","725 Benjoc Place Ojufenwe, MT 87771","725 Benjoc Place Ojufenwe, MT 87771","Flat Rate - Fixed","Philip.Rios@thelumastory.com",3,288.00,1.99,"Philip Rios","checkmo"
1024,"complete",1,"Main Website
Main Website Store
",317,334.00,334.00,334.00,334.00,"000001024","USD","USD","Violet Watson","Violet Watson","2014-02-28 14:04:39","2014-02-28 14:04:39","1790 Joive Center Haraka, IA 60463","1790 Joive Center Haraka, IA 60463","Flat Rate - Fixed","Violet.Watson@thelumastory.com",4,334.00,3.99,"Violet Watson","checkmo"
1025,"complete",1,"Main Website
Main Website Store
",386,611.00,611.00,611.00,611.00,"000001025","USD","USD","Samuel Holt","Samuel Holt","2014-03-01 14:04:39","2014-03-01 14:04:39","264 Zuciv Park Kivcizip, MT 35706","264 Zuciv Park Kivcizip, MT 35706","Flat Rate - Fixed","Samuel.Holt@thelumastory.com",2,611.00,3.99,"Samuel Holt","checkmo"
1026,"complete",1,"Main Website
Main Website Store
",234,387.00,387.00,387.00,387.00,"000001026","USD","USD","Eugene Perez","Eugene Perez","2014-03-08 14:04:39","2014-03-08 14:04:39","1441 Ziiha Junction Ecwopjab, UT 27977","1441 Ziiha Junction Ecwopjab, UT 27977","Flat Rate - Fixed","Eugene.Perez@thelumastory.com",4,387.00,6.99,"Eugene Perez","checkmo"
1027,"complete",1,"Main Website
Main Website Store
",183,877.00,877.00,877.00,877.00,"000001027","USD","USD","Mable Terry","Mable Terry","2014-03-10 13:04:39","2014-03-10 13:04:39","1127 Oluza Grove Sasowiro, PA 30535","1127 Oluza Grove Sasowiro, PA 30535","Flat Rate - Fixed","Mable.Terry@thelumastory.com",4,877.00,1.99,"Mable Terry","checkmo"
1028,"complete",1,"Main Website
Main Website Store
",387,463.00,463.00,463.00,463.00,"000001028","USD","USD","Terry Neal","Terry Neal","2014-03-11 13:04:39","2014-03-11 13:04:39","671 Digwu Turnpike Uzenoptah, MI 14489","671 Digwu Turnpike Uzenoptah, MI 14489","Flat Rate - Fixed","Terry.Neal@thelumastory.com",1,463.00,3.99,"Terry Neal","checkmo"
1029,"complete",1,"Main Website
Main Website Store
",172,558.00,558.00,558.00,558.00,"000001029","USD","USD","Birdie Mendez","Birdie Mendez","2014-03-11 13:04:39","2014-03-11 13:04:39","1230 Ojonu Terrace Ahbapzeh, MA 13461","1230 Ojonu Terrace Ahbapzeh, MA 13461","Flat Rate - Fixed","Birdie.Mendez@thelumastory.com",3,558.00,1.99,"Birdie Mendez","checkmo"
1030,"complete",1,"Main Website
Main Website Store
",150,324.00,324.00,324.00,324.00,"000001030","USD","USD","Louisa Robertson","Louisa Robertson","2014-03-15 13:04:39","2014-03-15 13:04:39","1314 Ferno River Coefeni, VT 85376","1314 Ferno River Coefeni, VT 85376","Flat Rate - Fixed","Louisa.Robertson@thelumastory.com",3,324.00,3.99,"Louisa Robertson","checkmo"
1031,"complete",1,"Main Website
Main Website Store
",119,482.00,482.00,482.00,482.00,"000001031","USD","USD","Richard Kelley","Richard Kelley","2014-03-21 13:04:39","2014-03-21 13:04:39","1081 Kuehu Glen Gegiwpa, OK 98087","1081 Kuehu Glen Gegiwpa, OK 98087","Flat Rate - Fixed","Richard.Kelley@thelumastory.com",2,482.00,1.99,"Richard Kelley","checkmo"
1032,"complete",1,"Main Website
Main Website Store
",112,784.00,784.00,784.00,784.00,"000001032","USD","USD","Inez Barrett","Inez Barrett","2014-03-22 13:04:39","2014-03-22 13:04:39","1812 Tuce View Kusomed, NJ 80241","1812 Tuce View Kusomed, NJ 80241","Flat Rate - Fixed","Inez.Barrett@thelumastory.com",1,784.00,1.99,"Inez Barrett","checkmo"
1033,"complete",1,"Main Website
Main Website Store
",151,348.00,348.00,348.00,348.00,"000001033","USD","USD","Corey Klein","Corey Klein","2014-03-22 13:04:39","2014-03-22 13:04:39","1983 Unmi Center Suetguh, MA 15238","1983 Unmi Center Suetguh, MA 15238","Flat Rate - Fixed","Corey.Klein@thelumastory.com",2,348.00,1.99,"Corey Klein","checkmo"
1034,"complete",1,"Main Website
Main Website Store
",188,166.00,166.00,166.00,166.00,"000001034","USD","USD","Jerry George","Jerry George","2014-03-23 13:04:39","2014-03-23 13:04:39","713 Ruztej Boulevard Ruanji, OR 06181","713 Ruztej Boulevard Ruanji, OR 06181","Flat Rate - Fixed","Jerry.George@thelumastory.com",1,166.00,3.99,"Jerry George","checkmo"
1035,"complete",1,"Main Website
Main Website Store
",379,570.00,570.00,570.00,570.00,"000001035","USD","USD","Adrian Walker","Adrian Walker","2014-03-25 13:04:39","2014-03-25 13:04:39","722 Giwu Street Lokilegi, DC 30660","722 Giwu Street Lokilegi, DC 30660","Flat Rate - Fixed","Adrian.Walker@thelumastory.com",2,570.00,6.99,"Adrian Walker","checkmo"
1036,"complete",1,"Main Website
Main Website Store
",388,498.00,498.00,498.00,498.00,"000001036","USD","USD","Travis Wallace","Travis Wallace","2014-03-25 13:04:39","2014-03-25 13:04:39","1297 Dabvor Glen Cewevad, HI 83156","1297 Dabvor Glen Cewevad, HI 83156","Flat Rate - Fixed","Travis.Wallace@thelumastory.com",3,498.00,6.99,"Travis Wallace","checkmo"
1037,"complete",1,"Main Website
Main Website Store
",361,480.00,480.00,480.00,480.00,"000001037","USD","USD","Kate Atkins","Kate Atkins","2014-03-25 13:04:39","2014-03-25 13:04:39","880 Omutop Highway Efigudvel, OR 15174","880 Omutop Highway Efigudvel, OR 15174","Flat Rate - Fixed","Kate.Atkins@thelumastory.com",1,480.00,3.99,"Kate Atkins","checkmo"
1038,"complete",1,"Main Website
Main Website Store
",242,246.00,246.00,246.00,246.00,"000001038","USD","USD","Sally Long","Sally Long","2014-03-29 13:04:39","2014-03-29 13:04:39","125 Mebow Grove Ifkare, LA 22598","125 Mebow Grove Ifkare, LA 22598","Flat Rate - Fixed","Sally.Long@thelumastory.com",1,246.00,3.99,"Sally Long","checkmo"
1039,"complete",1,"Main Website
Main Website Store
",239,552.00,552.00,552.00,552.00,"000001039","USD","USD","Sarah Ballard","Sarah Ballard","2014-03-31 13:04:39","2014-03-31 13:04:39","960 Burzew Junction Vekovoj, NJ 99754","960 Burzew Junction Vekovoj, NJ 99754","Flat Rate - Fixed","Sarah.Ballard@thelumastory.com",4,552.00,6.99,"Sarah Ballard","checkmo"
1040,"complete",1,"Main Website
Main Website Store
",400,647.00,647.00,647.00,647.00,"000001040","USD","USD","Katie Floyd","Katie Floyd","2014-04-01 13:04:39","2014-04-01 13:04:39","491 Dufne Place Dopoke, WY 56719","491 Dufne Place Dopoke, WY 56719","Flat Rate - Fixed","Katie.Floyd@thelumastory.com",4,647.00,3.99,"Katie Floyd","checkmo"
1041,"complete",1,"Main Website
Main Website Store
",176,446.00,446.00,446.00,446.00,"000001041","USD","USD","Gavin Freeman","Gavin Freeman","2014-04-06 13:04:39","2014-04-06 13:04:39","332 Ceeb Loop Vuhacfef, ND 64166","332 Ceeb Loop Vuhacfef, ND 64166","Flat Rate - Fixed","Gavin.Freeman@thelumastory.com",4,446.00,3.99,"Gavin Freeman","checkmo"
1042,"complete",1,"Main Website
Main Website Store
",204,726.00,726.00,726.00,726.00,"000001042","USD","USD","Clara Nunez","Clara Nunez","2014-04-06 13:04:39","2014-04-06 13:04:39","1581 Fodbo Loop Tocurcud, NM 57720","1581 Fodbo Loop Tocurcud, NM 57720","Flat Rate - Fixed","Clara.Nunez@thelumastory.com",1,726.00,6.99,"Clara Nunez","checkmo"
1043,"complete",1,"Main Website
Main Website Store
",300,456.00,456.00,456.00,456.00,"000001043","USD","USD","Logan Floyd","Logan Floyd","2014-04-06 13:04:39","2014-04-06 13:04:39","1859 Hudazo Place Falkice, NE 90285","1859 Hudazo Place Falkice, NE 90285","Flat Rate - Fixed","Logan.Floyd@thelumastory.com",3,456.00,6.99,"Logan Floyd","checkmo"
1044,"complete",1,"Main Website
Main Website Store
",351,551.00,551.00,551.00,551.00,"000001044","USD","USD","Irene Medina","Irene Medina","2014-04-07 13:04:39","2014-04-07 13:04:39","905 Zike Lane Capedaw, UT 24833","905 Zike Lane Capedaw, UT 24833","Flat Rate - Fixed","Irene.Medina@thelumastory.com",1,551.00,1.99,"Irene Medina","checkmo"
1045,"complete",1,"Main Website
Main Website Store
",146,517.00,517.00,517.00,517.00,"000001045","USD","USD","Addie Parks","Addie Parks","2014-04-08 13:04:39","2014-04-08 13:04:39","1937 Wakiju Avenue Otjubhi, NY 19479","1937 Wakiju Avenue Otjubhi, NY 19479","Flat Rate - Fixed","Addie.Parks@thelumastory.com",2,517.00,6.99,"Addie Parks","checkmo"
1046,"complete",1,"Main Website
Main Website Store
",316,671.00,671.00,671.00,671.00,"000001046","USD","USD","Martha Mack","Martha Mack","2014-04-10 13:04:39","2014-04-10 13:04:39","1310 Gurmo Way Itewaik, NM 48673","1310 Gurmo Way Itewaik, NM 48673","Flat Rate - Fixed","Martha.Mack@thelumastory.com",2,671.00,3.99,"Martha Mack","checkmo"
1047,"complete",1,"Main Website
Main Website Store
",332,687.00,687.00,687.00,687.00,"000001047","USD","USD","Milton Bryan","Milton Bryan","2014-04-13 13:04:39","2014-04-13 13:04:39","1284 Cicga Street Riruop, SC 60515","1284 Cicga Street Riruop, SC 60515","Flat Rate - Fixed","Milton.Bryan@thelumastory.com",3,687.00,6.99,"Milton Bryan","checkmo"
1048,"complete",1,"Main Website
Main Website Store
",132,528.00,528.00,528.00,528.00,"000001048","USD","USD","Adele Conner","Adele Conner","2014-04-15 13:04:39","2014-04-15 13:04:39","1434 Diba Extension Ruljiju, NV 41437","1434 Diba Extension Ruljiju, NV 41437","Flat Rate - Fixed","Adele.Conner@thelumastory.com",4,528.00,6.99,"Adele Conner","checkmo"
1049,"complete",1,"Main Website
Main Website Store
",233,210.00,210.00,210.00,210.00,"000001049","USD","USD","Jay Griffith","Jay Griffith","2014-04-15 13:04:39","2014-04-15 13:04:39","277 Linbe Highway Siharvo, GA 02423","277 Linbe Highway Siharvo, GA 02423","Flat Rate - Fixed","Jay.Griffith@thelumastory.com",1,210.00,1.99,"Jay Griffith","checkmo"
1050,"complete",1,"Main Website
Main Website Store
",299,324.00,324.00,324.00,324.00,"000001050","USD","USD","Mamie Drake","Mamie Drake","2014-04-19 13:04:39","2014-04-19 13:04:39","846 Hogif Avenue Cijuzje, UT 94756","846 Hogif Avenue Cijuzje, UT 94756","Flat Rate - Fixed","Mamie.Drake@thelumastory.com",4,324.00,1.99,"Mamie Drake","checkmo"
1051,"complete",1,"Main Website
Main Website Store
",212,584.00,584.00,584.00,584.00,"000001051","USD","USD","Victor Luna","Victor Luna","2014-04-20 13:04:39","2014-04-20 13:04:39","1866 Mesa Boulevard Pajoul, FL 12337","1866 Mesa Boulevard Pajoul, FL 12337","Flat Rate - Fixed","Victor.Luna@thelumastory.com",1,584.00,3.99,"Victor Luna","checkmo"
1052,"complete",1,"Main Website
Main Website Store
",258,730.00,730.00,730.00,730.00,"000001052","USD","USD","Sally Cortez","Sally Cortez","2014-04-21 13:04:39","2014-04-21 13:04:39","784 Foehi Street Ucilila, OK 02301","784 Foehi Street Ucilila, OK 02301","Flat Rate - Fixed","Sally.Cortez@thelumastory.com",2,730.00,3.99,"Sally Cortez","checkmo"
1053,"complete",1,"Main Website
Main Website Store
",182,414.00,414.00,414.00,414.00,"000001053","USD","USD","Lora Stokes","Lora Stokes","2014-04-25 13:04:39","2014-04-25 13:04:39","409 Owfis Grove Livizuto, KY 65807","409 Owfis Grove Livizuto, KY 65807","Flat Rate - Fixed","Lora.Stokes@thelumastory.com",1,414.00,1.99,"Lora Stokes","checkmo"
1054,"complete",1,"Main Website
Main Website Store
",388,874.00,874.00,874.00,874.00,"000001054","USD","USD","Travis Wallace","Travis Wallace","2014-04-27 13:04:39","2014-04-27 13:04:39","1297 Dabvor Glen Cewevad, HI 83156","1297 Dabvor Glen Cewevad, HI 83156","Flat Rate - Fixed","Travis.Wallace@thelumastory.com",3,874.00,6.99,"Travis Wallace","checkmo"
1055,"complete",1,"Main Website
Main Website Store
",263,528.00,528.00,528.00,528.00,"000001055","USD","USD","Tony Potter","Tony Potter","2014-04-27 13:04:39","2014-04-27 13:04:39","1898 Fagun Mill Tuakac, SC 19461","1898 Fagun Mill Tuakac, SC 19461","Flat Rate - Fixed","Tony.Potter@thelumastory.com",1,528.00,1.99,"Tony Potter","checkmo"
1056,"complete",1,"Main Website
Main Website Store
",140,597.00,597.00,597.00,597.00,"000001056","USD","USD","Jose Sparks","Jose Sparks","2014-04-29 13:04:39","2014-04-29 13:04:39","907 Hivbi Road Obilamaw, MN 00025","907 Hivbi Road Obilamaw, MN 00025","Flat Rate - Fixed","Jose.Sparks@thelumastory.com",3,597.00,3.99,"Jose Sparks","checkmo"
1057,"complete",1,"Main Website
Main Website Store
",187,714.00,714.00,714.00,714.00,"000001057","USD","USD","Sean Wilkerson","Sean Wilkerson","2014-04-30 13:04:39","2014-04-30 13:04:39","1043 Apita Place Zaicufif, WA 83010","1043 Apita Place Zaicufif, WA 83010","Flat Rate - Fixed","Sean.Wilkerson@thelumastory.com",1,714.00,1.99,"Sean Wilkerson","checkmo"
1058,"complete",1,"Main Website
Main Website Store
",350,560.00,560.00,560.00,560.00,"000001058","USD","USD","Alfred Moreno","Alfred Moreno","2014-05-01 13:04:39","2014-05-01 13:04:39","841 Ogoobo Highway Befwepina, ID 45884","841 Ogoobo Highway Befwepina, ID 45884","Flat Rate - Fixed","Alfred.Moreno@thelumastory.com",1,560.00,3.99,"Alfred Moreno","checkmo"
1059,"complete",1,"Main Website
Main Website Store
",168,636.00,636.00,636.00,636.00,"000001059","USD","USD","Philip Rios","Philip Rios","2014-05-03 13:04:39","2014-05-03 13:04:39","725 Benjoc Place Ojufenwe, MT 87771","725 Benjoc Place Ojufenwe, MT 87771","Flat Rate - Fixed","Philip.Rios@thelumastory.com",3,636.00,6.99,"Philip Rios","checkmo"
1060,"complete",1,"Main Website
Main Website Store
",380,507.00,507.00,507.00,507.00,"000001060","USD","USD","Estella Lawrence","Estella Lawrence","2014-05-03 13:04:39","2014-05-03 13:04:39","1215 Jabus Way Fumuaz, IL 96990","1215 Jabus Way Fumuaz, IL 96990","Flat Rate - Fixed","Estella.Lawrence@thelumastory.com",3,507.00,1.99,"Estella Lawrence","checkmo"
1061,"complete",1,"Main Website
Main Website Store
",135,360.00,360.00,360.00,360.00,"000001061","USD","USD","Blake Singleton","Blake Singleton","2014-05-03 13:04:39","2014-05-03 13:04:39","458 Fazu Heights Wovdauk, MN 13802","458 Fazu Heights Wovdauk, MN 13802","Flat Rate - Fixed","Blake.Singleton@thelumastory.com",4,360.00,1.99,"Blake Singleton","checkmo"
1062,"complete",1,"Main Website
Main Website Store
",247,607.00,607.00,607.00,607.00,"000001062","USD","USD","Zachary Simon","Zachary Simon","2014-05-06 13:04:39","2014-05-06 13:04:39","1278 Edwi Loop Ganekaz, MT 28382","1278 Edwi Loop Ganekaz, MT 28382","Flat Rate - Fixed","Zachary.Simon@thelumastory.com",3,607.00,6.99,"Zachary Simon","checkmo"
1063,"complete",1,"Main Website
Main Website Store
",212,430.00,430.00,430.00,430.00,"000001063","USD","USD","Victor Luna","Victor Luna","2014-05-08 13:04:39","2014-05-08 13:04:39","1866 Mesa Boulevard Pajoul, FL 12337","1866 Mesa Boulevard Pajoul, FL 12337","Flat Rate - Fixed","Victor.Luna@thelumastory.com",1,430.00,6.99,"Victor Luna","checkmo"
1064,"complete",1,"Main Website
Main Website Store
",166,794.00,794.00,794.00,794.00,"000001064","USD","USD","Cornelia Marsh","Cornelia Marsh","2014-05-09 13:04:39","2014-05-09 13:04:39","1234 Jipvep Square Govocafi, NY 21731","1234 Jipvep Square Govocafi, NY 21731","Flat Rate - Fixed","Cornelia.Marsh@thelumastory.com",1,794.00,6.99,"Cornelia Marsh","checkmo"
1065,"complete",1,"Main Website
Main Website Store
",103,729.00,729.00,729.00,729.00,"000001065","USD","USD","Dean Gonzalez","Dean Gonzalez","2014-05-10 13:04:39","2014-05-10 13:04:39","269 Gerogo Loop Lopeplal, MS 22095","269 Gerogo Loop Lopeplal, MS 22095","Flat Rate - Fixed","Dean.Gonzalez@thelumastory.com",2,729.00,3.99,"Dean Gonzalez","checkmo"
1066,"complete",1,"Main Website
Main Website Store
",218,191.00,191.00,191.00,191.00,"000001066","USD","USD","Christopher Reeves","Christopher Reeves","2014-05-11 13:04:39","2014-05-11 13:04:39","1391 Caluz Parkway Uzehandok, VT 32371","1391 Caluz Parkway Uzehandok, VT 32371","Flat Rate - Fixed","Christopher.Reeves@thelumastory.com",4,191.00,6.99,"Christopher Reeves","checkmo"
1067,"complete",1,"Main Website
Main Website Store
",323,388.00,388.00,388.00,388.00,"000001067","USD","USD","Marvin Pierce","Marvin Pierce","2014-05-13 13:04:39","2014-05-13 13:04:39","254 Dafosa Loop Risapij, MA 09460","254 Dafosa Loop Risapij, MA 09460","Flat Rate - Fixed","Marvin.Pierce@thelumastory.com",2,388.00,6.99,"Marvin Pierce","checkmo"
1068,"complete",1,"Main Website
Main Website Store
",214,162.00,162.00,162.00,162.00,"000001068","USD","USD","Jeanette Lawrence","Jeanette Lawrence","2014-05-14 13:04:39","2014-05-14 13:04:39","1961 Anuir Drive Mehume, WI 22404","1961 Anuir Drive Mehume, WI 22404","Flat Rate - Fixed","Jeanette.Lawrence@thelumastory.com",2,162.00,6.99,"Jeanette Lawrence","checkmo"
1069,"complete",1,"Main Website
Main Website Store
",386,1034.00,1034.00,1034.00,1034.00,"000001069","USD","USD","Samuel Holt","Samuel Holt","2014-05-15 13:04:39","2014-05-15 13:04:39","264 Zuciv Park Kivcizip, MT 35706","264 Zuciv Park Kivcizip, MT 35706","Flat Rate - Fixed","Samuel.Holt@thelumastory.com",2,1034.00,3.99,"Samuel Holt","checkmo"
1070,"complete",1,"Main Website
Main Website Store
",367,402.00,402.00,402.00,402.00,"000001070","USD","USD","Ann Farmer","Ann Farmer","2014-05-16 13:04:39","2014-05-16 13:04:39","1230 Sopzor Square Lobbuznin, NM 38029","1230 Sopzor Square Lobbuznin, NM 38029","Flat Rate - Fixed","Ann.Farmer@thelumastory.com",1,402.00,1.99,"Ann Farmer","checkmo"
