"entity_id","state","status","shipping_description","store_id","customer_id","base_discount_amount","base_grand_total","base_subtotal","base_subtotal_invoiced","base_to_global_rate","base_total_invoiced","base_total_paid","grand_total","subtotal","subtotal_invoiced","total_invoiced","total_paid","total_qty_ordered","base_subtotal_incl_tax","base_total_due","subtotal_incl_tax","total_due","customer_email","customer_firstname","customer_lastname","shipping_method","store_name","created_at","updated_at","total_item_count","increment_id"
1045,"complete","complete","Flat Rate - Fixed",1,146,0,517.00,517.00,517.00,1,517.00,517.00,517.00,517.00,517.00,517.00,517.00,1,517.00,517.00,517.00,517.00,"Addie.Parks@thelumastory.com","Addie","Parks","flatrate_flatrate","Main","2014-04-08 13:04:39","2014-04-08 13:04:39",1,"000001045"
1046,"complete","complete","Flat Rate - Fixed",1,316,0,671.00,671.00,671.00,1,671.00,671.00,671.00,671.00,671.00,671.00,671.00,4,671.00,671.00,671.00,671.00,"Martha.Mack@thelumastory.com","Martha","Mack","flatrate_flatrate","Main","2014-04-10 13:04:39","2014-04-10 13:04:39",4,"000001046"
1047,"complete","complete","Flat Rate - Fixed",1,332,0,687.00,687.00,687.00,1,687.00,687.00,687.00,687.00,687.00,687.00,687.00,2,687.00,687.00,687.00,687.00,"Milton.Bryan@thelumastory.com","Milton","Bryan","flatrate_flatrate","Main","2014-04-13 13:04:39","2014-04-13 13:04:39",2,"000001047"
1048,"complete","complete","Flat Rate - Fixed",1,132,0,528.00,528.00,528.00,1,528.00,528.00,528.00,528.00,528.00,528.00,528.00,4,528.00,528.00,528.00,528.00,"Adele.Conner@thelumastory.com","Adele","Conner","flatrate_flatrate","Main","2014-04-15 13:04:39","2014-04-15 13:04:39",4,"000001048"
1049,"complete","complete","Flat Rate - Fixed",1,233,0,210.00,210.00,210.00,1,210.00,210.00,210.00,210.00,210.00,210.00,210.00,2,210.00,210.00,210.00,210.00,"Jay.Griffith@thelumastory.com","Jay","Griffith","flatrate_flatrate","Main","2014-04-15 13:04:39","2014-04-15 13:04:39",2,"000001049"
1050,"complete","complete","Flat Rate - Fixed",1,299,0,324.00,324.00,324.00,1,324.00,324.00,324.00,324.00,324.00,324.00,324.00,4,324.00,324.00,324.00,324.00,"Mamie.Drake@thelumastory.com","Mamie","Drake","flatrate_flatrate","Main","2014-04-19 13:04:39","2014-04-19 13:04:39",4,"000001050"
1051,"complete","complete","Flat Rate - Fixed",1,212,0,584.00,584.00,584.00,1,584.00,584.00,584.00,584.00,584.00,584.00,584.00,2,584.00,584.00,584.00,584.00,"Victor.Luna@thelumastory.com","Victor","Luna","flatrate_flatrate","Main","2014-04-20 13:04:39","2014-04-20 13:04:39",2,"000001051"
1052,"complete","complete","Flat Rate - Fixed",1,258,0,730.00,730.00,730.00,1,730.00,730.00,730.00,730.00,730.00,730.00,730.00,3,730.00,730.00,730.00,730.00,"Sally.Cortez@thelumastory.com","Sally","Cortez","flatrate_flatrate","Main","2014-04-21 13:04:39","2014-04-21 13:04:39",3,"000001052"
1053,"complete","complete","Flat Rate - Fixed",1,182,0,414.00,414.00,414.00,1,414.00,414.00,414.00,414.00,414.00,414.00,414.00,4,414.00,414.00,414.00,414.00,"Lora.Stokes@thelumastory.com","Lora","Stokes","flatrate_flatrate","Main","2014-04-25 13:04:39","2014-04-25 13:04:39",4,"000001053"
1054,"complete","complete","Flat Rate - Fixed",1,388,0,874.00,874.00,874.00,1,874.00,874.00,874.00,874.00,874.00,874.00,874.00,3,874.00,874.00,874.00,874.00,"Travis.Wallace@thelumastory.com","Travis","Wallace","flatrate_flatrate","Main","2014-04-27 13:04:39","2014-04-27 13:04:39",3,"000001054"
1055,"complete","complete","Flat Rate - Fixed",1,263,0,528.00,528.00,528.00,1,528.00,528.00,528.00,528.00,528.00,528.00,528.00,1,528.00,528.00,528.00,528.00,"Tony.Potter@thelumastory.com","Tony","Potter","flatrate_flatrate","Main","2014-04-27 13:04:39","2014-04-27 13:04:39",1,"000001055"
1056,"complete","complete","Flat Rate - Fixed",1,140,0,597.00,597.00,597.00,1,597.00,597.00,597.00,597.00,597.00,597.00,597.00,3,597.00,597.00,597.00,597.00,"Jose.Sparks@thelumastory.com","Jose","Sparks","flatrate_flatrate","Main","2014-04-29 13:04:39","2014-04-29 13:04:39",3,"000001056"
1057,"complete","complete","Flat Rate - Fixed",1,187,0,714.00,714.00,714.00,1,714.00,714.00,714.00,714.00,714.00,714.00,714.00,2,714.00,714.00,714.00,714.00,"Sean.Wilkerson@thelumastory.com","Sean","Wilkerson","flatrate_flatrate","Main","2014-04-30 13:04:39","2014-04-30 13:04:39",2,"000001057"
1058,"complete","complete","Flat Rate - Fixed",1,350,0,560.00,560.00,560.00,1,560.00,560.00,560.00,560.00,560.00,560.00,560.00,1,560.00,560.00,560.00,560.00,"Alfred.Moreno@thelumastory.com","Alfred","Moreno","flatrate_flatrate","Main","2014-05-01 13:04:39","2014-05-01 13:04:39",1,"000001058"
1061,"complete","complete","Flat Rate - Fixed",1,135,0,360.00,360.00,360.00,1,360.00,360.00,360.00,360.00,360.00,360.00,360.00,4,360.00,360.00,360.00,360.00,"Blake.Singleton@thelumastory.com","Blake","Singleton","flatrate_flatrate","Main","2014-05-03 13:04:39","2014-05-03 13:04:39",4,"000001061"
1060,"complete","complete","Flat Rate - Fixed",1,380,0,507.00,507.00,507.00,1,507.00,507.00,507.00,507.00,507.00,507.00,507.00,2,507.00,507.00,507.00,507.00,"Estella.Lawrence@thelumastory.com","Estella","Lawrence","flatrate_flatrate","Main","2014-05-03 13:04:39","2014-05-03 13:04:39",2,"000001060"
1059,"complete","complete","Flat Rate - Fixed",1,168,0,636.00,636.00,636.00,1,636.00,636.00,636.00,636.00,636.00,636.00,636.00,3,636.00,636.00,636.00,636.00,"Philip.Rios@thelumastory.com","Philip","Rios","flatrate_flatrate","Main","2014-05-03 13:04:39","2014-05-03 13:04:39",3,"000001059"
1062,"complete","complete","Flat Rate - Fixed",1,247,0,607.00,607.00,607.00,1,607.00,607.00,607.00,607.00,607.00,607.00,607.00,2,607.00,607.00,607.00,607.00,"Zachary.Simon@thelumastory.com","Zachary","Simon","flatrate_flatrate","Main","2014-05-06 13:04:39","2014-05-06 13:04:39",2,"000001062"
1063,"complete","complete","Flat Rate - Fixed",1,212,0,430.00,430.00,430.00,1,430.00,430.00,430.00,430.00,430.00,430.00,430.00,4,430.00,430.00,430.00,430.00,"Victor.Luna@thelumastory.com","Victor","Luna","flatrate_flatrate","Main","2014-05-08 13:04:39","2014-05-08 13:04:39",4,"000001063"
1064,"complete","complete","Flat Rate - Fixed",1,166,0,794.00,794.00,794.00,1,794.00,794.00,794.00,794.00,794.00,794.00,794.00,1,794.00,794.00,794.00,794.00,"Cornelia.Marsh@thelumastory.com","Cornelia","Marsh","flatrate_flatrate","Main","2014-05-09 13:04:39","2014-05-09 13:04:39",1,"000001064"
1065,"complete","complete","Flat Rate - Fixed",1,103,0,729.00,729.00,729.00,1,729.00,729.00,729.00,729.00,729.00,729.00,729.00,1,729.00,729.00,729.00,729.00,"Dean.Gonzalez@thelumastory.com","Dean","Gonzalez","flatrate_flatrate","Main","2014-05-10 13:04:39","2014-05-10 13:04:39",1,"000001065"
1066,"complete","complete","Flat Rate - Fixed",1,218,0,191.00,191.00,191.00,1,191.00,191.00,191.00,191.00,191.00,191.00,191.00,3,191.00,191.00,191.00,191.00,"Christopher.Reeves@thelumastory.com","Christopher","Reeves","flatrate_flatrate","Main","2014-05-11 13:04:39","2014-05-11 13:04:39",3,"000001066"
1067,"complete","complete","Flat Rate - Fixed",1,323,0,388.00,388.00,388.00,1,388.00,388.00,388.00,388.00,388.00,388.00,388.00,1,388.00,388.00,388.00,388.00,"Marvin.Pierce@thelumastory.com","Marvin","Pierce","flatrate_flatrate","Main","2014-05-13 13:04:39","2014-05-13 13:04:39",1,"000001067"
1068,"complete","complete","Flat Rate - Fixed",1,214,0,162.00,162.00,162.00,1,162.00,162.00,162.00,162.00,162.00,162.00,162.00,3,162.00,162.00,162.00,162.00,"Jeanette.Lawrence@thelumastory.com","Jeanette","Lawrence","flatrate_flatrate","Main","2014-05-14 13:04:39","2014-05-14 13:04:39",3,"000001068"
1069,"complete","complete","Flat Rate - Fixed",1,386,0,1034.00,1034.00,1034.00,1,1034.00,1034.00,1034.00,1034.00,1034.00,1034.00,1034.00,2,1034.00,1034.00,1034.00,1034.00,"Samuel.Holt@thelumastory.com","Samuel","Holt","flatrate_flatrate","Main","2014-05-15 13:04:39","2014-05-15 13:04:39",2,"000001069"
1070,"complete","complete","Flat Rate - Fixed",1,367,0,402.00,402.00,402.00,1,402.00,402.00,402.00,402.00,402.00,402.00,402.00,3,402.00,402.00,402.00,402.00,"Ann.Farmer@thelumastory.com","Ann","Farmer","flatrate_flatrate","Main","2014-05-16 13:04:39","2014-05-16 13:04:39",3,"000001070"
1071,"complete","complete","Flat Rate - Fixed",1,335,0,256.00,256.00,256.00,1,256.00,256.00,256.00,256.00,256.00,256.00,256.00,4,256.00,256.00,256.00,256.00,"Jordan.Larson@the1umastory.com","Jordan","Larson","flatrate_flatrate","Main","2014-05-17 13:04:39","2014-05-17 13:04:39",4,"000001071"
1072,"complete","complete","Flat Rate - Fixed",1,236,0,759.00,759.00,759.00,1,759.00,759.00,759.00,759.00,759.00,759.00,759.00,2,759.00,759.00,759.00,759.00,"Cornelia.Ballard@thelumastory.com","Cornelia","Ballard","flatrate_flatrate","Main","2014-05-19 13:04:39","2014-05-19 13:04:39",2,"000001072"
1073,"complete","complete","Flat Rate - Fixed",1,269,0,604.00,604.00,604.00,1,604.00,604.00,604.00,604.00,604.00,604.00,604.00,1,604.00,604.00,604.00,604.00,"Georgia.King@thelumastory.com","Georgia","King","flatrate_flatrate","Main","2014-05-20 13:04:39","2014-05-20 13:04:39",1,"000001073"
1074,"complete","complete","Flat Rate - Fixed",1,233,0,680.00,680.00,680.00,1,680.00,680.00,680.00,680.00,680.00,680.00,680.00,3,680.00,680.00,680.00,680.00,"Jay.Griffith@thelumastory.com","Jay","Griffith","flatrate_flatrate","Main","2014-05-28 13:04:39","2014-05-28 13:04:39",3,"000001074"
1075,"complete","complete","Flat Rate - Fixed",1,111,0,687.00,687.00,687.00,1,687.00,687.00,687.00,687.00,687.00,687.00,687.00,2,687.00,687.00,687.00,687.00,"Gregory.Welch@thelumastory.com","Gregory","Welch","flatrate_flatrate","Main","2014-05-30 13:04:39","2014-05-30 13:04:39",2,"000001075"
1076,"complete","complete","Flat Rate - Fixed",1,301,0,919.00,919.00,919.00,1,919.00,919.00,919.00,919.00,919.00,919.00,919.00,3,919.00,919.00,919.00,919.00,"Mason.Rowe@thelumastory.com","Mason","Rowe","flatrate_flatrate","Main","2014-05-31 13:04:39","2014-05-31 13:04:39",3,"000001076"
1077,"complete","complete","Flat Rate - Fixed",1,120,0,696.00,696.00,696.00,1,696.00,696.00,696.00,696.00,696.00,696.00,696.00,4,696.00,696.00,696.00,696.00,"Samuel.McLaughlin@thelumastory.com","Samuel","McLaughlin","flatrate_flatrate","Main","2014-06-01 13:04:39","2014-06-01 13:04:39",4,"000001077"
1079,"complete","complete","Flat Rate - Fixed",1,137,0,354.00,354.00,354.00,1,354.00,354.00,354.00,354.00,354.00,354.00,354.00,1,354.00,354.00,354.00,354.00,"Elva.Nichols@thelumastory.com","Elva","Nichols","flatrate_flatrate","Main","2014-06-02 13:04:39","2014-06-02 13:04:39",1,"000001079"
1078,"complete","complete","Flat Rate - Fixed",1,128,0,545.00,545.00,545.00,1,545.00,545.00,545.00,545.00,545.00,545.00,545.00,4,545.00,545.00,545.00,545.00,"Allie.Freeman@thelumastory.com","Allie","Freeman","flatrate_flatrate","Main","2014-06-02 13:04:39","2014-06-02 13:04:39",4,"000001078"
1080,"complete","complete","Flat Rate - Fixed",1,156,0,208.00,208.00,208.00,1,208.00,208.00,208.00,208.00,208.00,208.00,208.00,4,208.00,208.00,208.00,208.00,"Alberta.Poole@thelumastory.com","Alberta","Poole","flatrate_flatrate","Main","2014-06-06 13:04:39","2014-06-06 13:04:39",4,"000001080"
1081,"complete","complete","Flat Rate - Fixed",1,389,0,362.00,362.00,362.00,1,362.00,362.00,362.00,362.00,362.00,362.00,362.00,1,362.00,362.00,362.00,362.00,"Francisco.Rodgers@thelumastory.com","Francisco","Rodgers","flatrate_flatrate","Main","2014-06-10 13:04:39","2014-06-10 13:04:39",1,"000001081"
1082,"complete","complete","Flat Rate - Fixed",1,216,0,627.00,627.00,627.00,1,627.00,627.00,627.00,627.00,627.00,627.00,627.00,4,627.00,627.00,627.00,627.00,"Gilbert.Benson@thelumastory.com","Gilbert","Benson","flatrate_flatrate","Main","2014-06-10 13:04:39","2014-06-10 13:04:39",4,"000001082"
